country,percent_under_5m,total_pop,total_under_5m,total_10cm,total_20cm,total_30cm,total_40cm,total_50cm,total_60cm,total_70cm,total_80cm,total_90cm,total_100cm,total_110cm,total_120cm,total_130cm,total_140cm,total_150cm,total_160cm,total_170cm,total_180cm,total_190cm,total_200cm
Equatorial Guinea,0.948750475,943639.0,8952.77949478525,179.05558989570503,358.11117979141005,537.166769687115,716.2223595828201,895.2779494785251,1074.33353937423,1253.389129269935,1432.4447191656402,1611.500309061345,1790.5558989570502,1969.6114888527554,2148.66707874846,2327.7226686441654,2506.77825853987,2685.833848435575,2864.8894383312804,3043.945028226985,3223.00061812269,3402.0562080183954,3581.1117979141004
Greece,4.493864291,11121341.0,499777.9718793424,9995.559437586848,19991.118875173695,29986.67831276054,39982.23775034739,49977.797187934244,59973.35662552108,69968.91606310793,79964.47550069478,89960.03493828163,99955.59437586849,109951.15381345534,119946.71325104217,129942.27268862903,139937.83212621586,149933.39156380272,159928.95100138956,169924.5104389764,179920.06987656327,189915.6293141501,199911.18875173698
Grenada,1.885817633,106233.0,2003.36064606489,40.0672129212978,80.1344258425956,120.2016387638934,160.2688516851912,200.336064606489,240.4032775277868,280.4704904490846,320.5377033703824,360.6049162916802,400.672129212978,440.7393421342759,480.8065550555736,520.8737679768715,560.9409808981692,601.008193819467,641.0754067407648,681.1426196620625,721.2098325833604,761.2770455046582,801.344258425956
Greenland,46.45983384,56905.0,26437.968446652,528.75936893304,1057.51873786608,1586.27810679912,2115.03747573216,2643.7968446652003,3172.55621359824,3701.3155825312797,4230.07495146432,4758.83432039736,5287.593689330401,5816.353058263441,6345.11242719648,6873.871796129521,7402.631165062559,7931.3905339956,8460.14990292864,8988.90927186168,9517.66864079472,10046.42800972776,10575.187378660801
Guatemala,0.212475456,14630417.0,31086.04523545152,621.7209047090304,1243.4418094180608,1865.162714127091,2486.8836188361215,3108.604523545152,3730.325428254182,4352.046332963212,4973.767237672243,5595.488142381273,6217.209047090304,6838.929951799335,7460.650856508364,8082.371761217395,8704.092665926424,9325.813570635455,9947.534475344486,10569.255380053515,11190.976284762546,11812.697189471577,12434.418094180608
Guam,1.248191522,159444.0,1990.1664903376798,39.803329806753595,79.60665961350719,119.40998942026079,159.21331922701438,199.01664903376798,238.81997884052157,278.6233086472751,318.42663845402876,358.22996826078236,398.03329806753595,437.8366278742896,477.63995768104314,517.4432874877967,557.2466172945502,597.0499471013039,636.8532769080575,676.656606714811,716.4599365215647,756.2632663283183,796.0665961350719
Guyana,27.86865105,749436.0,208857.703683078,4177.15407366156,8354.30814732312,12531.46222098468,16708.61629464624,20885.7703683078,25062.92444196936,29240.078515630918,33417.23258929248,37594.386662954035,41771.5407366156,45948.694810277164,50125.84888393872,54303.00295760028,58480.157031261835,62657.3111049234,66834.46517858496,71011.61925224651,75188.77332590807,79365.92739956964,83543.0814732312
High income,5.78459483842291,1157826206.0,66975554.95018381,1339511.099003676,2679022.198007352,4018533.2970110285,5358044.396014704,6697555.495018382,8037066.594022057,9376577.693025732,10716088.792029409,12055599.891033085,13395110.990036763,14734622.08904044,16074133.188044114,17413644.287047792,18753155.386051465,20092666.48505514,21432177.584058817,22771688.683062494,24111199.78206617,25450710.881069846,26790221.980073527
"Hong Kong SAR, China",10.327689817000001,7024200.0,725437.5881257141,14508.751762514283,29017.503525028565,43526.255287542845,58035.00705005713,72543.75881257141,87052.51057508569,101561.26233759997,116070.01410011426,130578.76586262853,145087.51762514282,159596.2693876571,174105.02115017138,188613.77291268567,203122.52467519994,217631.27643771423,232140.02820022852,246648.77996274276,261157.53172525705,275666.28348777135,290175.03525028564
Honduras,0.904438698,8317470.0,75226.4173745406,1504.528347490812,3009.056694981624,4513.585042472436,6018.113389963248,7522.641737454061,9027.170084944872,10531.698432435684,12036.226779926496,13540.755127417307,15045.283474908121,16549.811822398933,18054.340169889743,19558.868517380557,21063.396864871367,22567.92521236218,24072.45355985299,25576.9819073438,27081.510254834615,28586.03860232543,30090.566949816242
Heavily indebted poor countries (HIPC),2.00259691699227,624219326.0,12500596.977745928,250011.93955491856,500023.8791098371,750035.8186647557,1000047.7582196742,1250059.6977745928,1500071.6373295113,1750083.5768844297,2000095.5164393485,2250107.455994267,2500119.3955491856,2750131.3351041046,3000143.2746590227,3250155.2142139412,3500167.1537688593,3750179.0933237784,4000191.032878697,4250202.9724336155,4500214.911988534,4750226.851543453,5000238.791098371
Croatia,1.84929244,4295427.0,79435.0067767188,1588.7001355343762,3177.4002710687523,4766.100406603128,6354.800542137505,7943.50067767188,9532.200813206256,11120.900948740631,12709.60108427501,14298.301219809384,15887.00135534376,17475.70149087814,19064.401626412513,20653.101761946888,22241.801897481262,23830.50203301564,25419.20216855002,27007.90230408439,28596.602439618768,30185.302575153146,31774.00271068752
Haiti,1.867985623,9949322.0,185851.90454597605,3717.038090919521,7434.076181839042,11151.114272758563,14868.152363678084,18585.190454597607,22302.228545517126,26019.266636436645,29736.304727356168,33453.34281827569,37170.38090919521,40887.419000114736,44604.45709103425,48321.495181953775,52038.53327287329,55755.57136379281,59472.609454712336,63189.64754563185,66906.68563655138,70623.7237274709,74340.76181839043
IBRD only,5.16154421603068,4421851199.0,228235804.80346778,4564716.0960693555,9129432.192138711,13694148.288208066,18258864.384277422,22823580.48034678,27388296.57641613,31953012.672485486,36517728.768554844,41082444.8646242,45647160.96069356,50211877.05676292,54776593.15283226,59341309.24890163,63906025.34497097,68470741.44104034,73035457.53710969,77600173.63317904,82164889.7292484,86729605.82531776,91294321.92138712
IDA & IBRD total,4.76122517792585,5793479782.0,275840618.05862767,5516812.361172553,11033624.722345106,16550437.08351766,22067249.444690213,27584061.80586277,33100874.16703532,38617686.52820787,44134498.889380425,49651311.250552975,55168123.61172554,60684935.972898096,66201748.33407064,71718560.6952432,77235373.05641574,82752185.4175883,88268997.77876085,93785810.13993339,99302622.50110595,104819434.86227852,110336247.22345108
IDA total,3.2176580021142502,1371628583.0,44134316.8601858,882686.337203716,1765372.674407432,2648059.0116111482,3530745.348814864,4413431.686018581,5296118.0232222965,6178804.3604260115,7061490.697629728,7944177.034833444,8826863.372037161,9709549.709240878,10592236.046444593,11474922.383648308,12357608.720852023,13240295.05805574,14122981.395259457,15005667.732463172,15888354.069666889,16771040.406870605,17653726.744074322
IDA blend,1.5706535250933102,462331503.0,7261626.049486383,145232.52098972767,290465.04197945533,435697.56296918297,580930.0839589107,726162.6049486384,871395.1259383659,1016627.6469280935,1161860.1679178213,1307092.6889075488,1452325.2098972767,1597557.7308870044,1742790.2518767319,1888022.7728664596,2033255.293856187,2178487.814845915,2323720.3358356426,2468952.85682537,2614185.3778150976,2759417.8988048257,2904650.4197945534
Indonesia,7.366889765,241834215.0,17815660.033103094,356313.20066206186,712626.4013241237,1068939.6019861856,1425252.8026482475,1781566.0033103095,2137879.2039723713,2494192.404634433,2850505.605296495,3206818.805958557,3563132.006620619,3919445.207282681,4275758.407944743,4632071.608606804,4988384.809268866,5344698.009930928,5701011.21059299,6057324.411255051,6413637.611917114,6769950.812579175,7126264.013241238
IDA only,4.18403400312462,909297080.0,38045299.01661928,760905.9803323856,1521811.9606647713,2282717.940997157,3043623.9213295425,3804529.9016619283,4565435.881994314,5326341.862326698,6087247.842659085,6848153.82299147,7609059.803323857,8369965.783656242,9130871.763988627,9891777.744321013,10652683.724653397,11413589.704985784,12174495.68531817,12935401.665650554,13696307.64598294,14457213.626315327,15218119.606647713
Isle of Man,3.5157806660000004,84857.0,2983.3859997476206,59.667719994952414,119.33543998990483,179.00315998485723,238.67087997980965,298.3385999747621,358.00631996971447,417.67403996466686,477.3417599596193,537.0094799545717,596.6771999495242,656.3449199444766,716.0126399394289,775.6803599343814,835.3480799293337,895.0157999242862,954.6835199192386,1014.351239914191,1074.0189599091434,1133.6866799040959,1193.3543998990483
India,2.664960354,1234281170.0,32893103.837387342,657862.0767477469,1315724.1534954938,1973586.2302432405,2631448.3069909876,3289310.3837387343,3947172.460486481,4605034.537234227,5262896.613981975,5920758.690729721,6578620.767477469,7236482.844225216,7894344.920972962,8552206.99772071,9210069.074468454,9867931.151216201,10525793.22796395,11183655.304711696,11841517.381459443,12499379.45820719,13157241.534954937
Ireland,4.769124671,4560155.0,217479.47714084006,4349.589542816801,8699.179085633603,13048.768628450403,17398.358171267206,21747.947714084006,26097.537256900807,30447.126799717604,34796.71634253441,39146.30588535121,43495.89542816801,47845.48497098482,52195.074513801614,56544.664056618414,60894.25359943521,65243.843142252015,69593.43268506882,73943.02222788561,78292.61177070242,82642.20131351922,86991.79085633603
"Iran, Islamic Rep.",1.274336046,73762519.0,939982.3680545987,18799.647361091975,37599.29472218395,56398.94208327592,75198.5894443679,93998.23680545988,112797.88416655184,131597.5315276438,150397.1788887358,169196.82624982775,187996.47361091975,206796.12097201173,225595.76833310368,244395.41569419566,263195.0630552876,281994.7104163796,300794.3577774716,319594.0051385635,338393.6524996555,357193.29986074753,375992.9472218395
Iraq,5.811441263,29741976.0,1728437.465695557,34568.74931391114,69137.49862782228,103706.24794173341,138274.99725564456,172843.74656955572,207412.49588346682,241981.24519737795,276549.9945112891,311118.74382520025,345687.49313911144,380256.24245302257,414824.99176693364,449393.74108084483,483962.4903947559,518531.23970866704,553099.9890225782,587668.7383364893,622237.4876504005,656806.2369643117,691374.9862782229
Iceland,7.557741879,318041.0,24036.717849390392,480.73435698780787,961.4687139756157,1442.2030709634234,1922.9374279512315,2403.6717849390393,2884.406141926847,3365.1404989146545,3845.874855902463,4326.60921289027,4807.343569878079,5288.077926865887,5768.812283853694,6249.546640841502,6730.280997829309,7211.015354817117,7691.749711804926,8172.484068792733,8653.21842578054,9133.952782768349,9614.687139756157
Israel,1.565873017,7623600.0,119375.89532401199,2387.5179064802396,4775.035812960479,7162.553719440719,9550.071625920958,11937.5895324012,14325.107438881438,16712.625345361677,19100.143251841917,21487.661158322157,23875.1790648024,26262.69697128264,28650.214877762875,31037.73278424312,33425.250690723355,35812.7685972036,38200.286503683834,40587.80441016407,42975.32231664431,45362.840223124556,47750.3581296048
Italy,5.663002316,59277417.0,3356881.4975749776,67137.62995149955,134275.2599029991,201412.88985449864,268550.5198059982,335688.14975749777,402825.7797089973,469963.4096604968,537101.0396119964,604238.6695634959,671376.2995149955,738513.9294664952,805651.5594179946,872789.1893694942,939926.8193209936,1007064.4492724932,1074202.0792239928,1141339.7091754922,1208477.3391269918,1275614.9690784914,1342752.599029991
Jamaica,3.629412269,2810460.0,102003.1800553374,2040.0636011067481,4080.1272022134963,6120.190803320244,8160.254404426993,10200.318005533742,12240.381606640489,14280.445207747236,16320.508808853985,18360.572409960732,20400.636011067483,22440.69961217423,24480.763213280978,26520.826814387725,28560.890415494472,30600.95401660122,32641.01761770797,34681.08121881472,36721.144819921465,38761.20842102821,40801.27202213497
Jordan,0.002923437,7261539.0,212.28651789543,4.2457303579086,8.4914607158172,12.7371910737258,16.9829214316344,21.228651789543,25.4743821474516,29.720112505360195,33.9658428632688,38.211573221177396,42.457303579086,46.70303393699461,50.9487642949032,55.1944946528118,59.44022501072039,63.685955368628996,67.9316857265376,72.1774160844462,76.42314644235479,80.6688768002634,84.914607158172
Japan,12.646664686,128070000.0,16196583.4633602,323931.669267204,647863.338534408,971795.0078016119,1295726.677068816,1619658.3463360202,1943590.0156032238,2267521.684870428,2591453.354137632,2915385.0234048357,3239316.6926720403,3563248.3619392444,3887180.0312064476,4211111.700473652,4535043.369740856,4858975.03900806,5182906.708275264,5506838.377542468,5830770.046809671,6154701.716076876,6478633.385344081
Kenya,0.411611072,42030676.0,173002.9160524467,3460.058321048934,6920.116642097868,10380.174963146801,13840.233284195736,17300.29160524467,20760.349926293602,24220.408247342537,27680.46656839147,31140.524889440407,34600.58321048934,38060.64153153828,41520.699852587204,44980.758173636146,48440.816494685074,51900.87481573401,55360.93313678294,58820.99145783187,62281.04977888081,65741.10809992974,69201.16642097868
Cambodia,7.186617095,14312212.0,1028563.8742646414,20571.27748529283,41142.55497058566,61713.83245587848,82285.10994117132,102856.38742646415,123427.66491175696,143998.94239704977,164570.21988234264,185141.49736763546,205712.7748529283,226284.05233822114,246855.32982351392,267426.6073088068,287997.88479409955,308569.1622793924,329140.4397646853,349711.71724997804,370282.9947352709,390854.2722205637,411425.5497058566
Kiribati,20.570596352,102927.0,21172.697707223037,423.45395414446074,846.9079082889215,1270.3618624333822,1693.815816577843,2117.2697707223037,2540.7237248667643,2964.177679011225,3387.631633155686,3811.0855873001465,4234.5395414446075,4657.9934955890685,5081.447449733529,5504.90140387799,5928.35535802245,6351.809312166911,6775.263266311372,7198.717220455832,7622.171174600293,8045.625128744754,8469.079082889215
St. Kitts and Nevis,3.89468574,49016.0,1909.0191623184,38.180383246368,76.360766492736,114.541149739104,152.721532985472,190.90191623184,229.082299478208,267.262682724576,305.443065970944,343.623449217312,381.80383246368,419.9842157100481,458.164598956416,496.344982202784,534.525365449152,572.70574869552,610.886131941888,649.066515188256,687.246898434624,725.427281680992,763.60766492736
"Korea, Rep.",3.043292478,49554112.0,1508076.5630356956,30161.531260713913,60323.062521427826,90484.59378214173,120646.12504285565,150807.65630356956,180969.18756428346,211130.71882499737,241292.2500857113,271453.7813464252,301615.3126071391,331776.84386785305,361938.3751285669,392099.90638928086,422261.43764999474,452422.9689107087,482584.5001714226,512746.0314321364,542907.5626928504,573069.0939535643,603230.6252142782
Kuwait,17.403554362,2991884.0,520694.15838798013,10413.883167759603,20827.766335519205,31241.649503278808,41655.53267103841,52069.41583879801,62483.299006557616,72897.1821743172,83311.06534207682,93724.94850983642,104138.83167759603,114552.71484535564,124966.59801311523,135380.48118087483,145794.3643486344,156208.24751639404,166622.13068415364,177036.01385191322,187449.89701967285,197863.78018743245,208277.66335519205
Latin America & Caribbean (excluding high income),2.1841326612263403,559867514.0,12228249.232869955,244564.9846573991,489129.9693147982,733694.9539721973,978259.9386295964,1222824.9232869956,1467389.9079443945,1711954.8926017934,1956519.8772591928,2201084.861916592,2445649.8465739912,2690214.8312313906,2934779.815888789,3179344.8005461884,3423909.785203587,3668474.769860986,3913039.7545183855,4157604.7391757844,4402169.723833184,4646734.708490583,4891299.6931479825
Lao PDR,0.0,6249165.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lebanon,4.127785969,4953061.0,204451.75699401106,4089.0351398802213,8178.070279760443,12267.105419640662,16356.140559520885,20445.17569940111,24534.210839281324,28623.245979161544,32712.28111904177,36801.31625892199,40890.35139880222,44979.38653868244,49068.42167856265,53157.45681844288,57246.49195832309,61335.52709820331,65424.56223808354,69513.59737796376,73602.63251784397,77691.6676577242,81780.70279760443
Liberia,6.375477155,3891356.0,248092.51279972176,4961.850255994435,9923.70051198887,14885.550767983304,19847.40102397774,24809.251279972177,29771.10153596661,34732.951791961044,39694.80204795548,44656.652303949915,49618.502559944354,54580.35281593879,59542.20307193322,64504.053327927664,69465.90358392209,74427.75383991652,79389.60409591097,84351.4543519054,89313.30460789983,94275.15486389428,99237.00511988871
Libya,6.16815273,6197663.0,382281.3195306999,7645.626390613998,15291.252781227997,22936.879171841996,30582.505562455994,38228.13195306999,45873.75834368399,53519.384734297986,61165.01112491199,68810.63751552599,76456.26390613998,84101.89029675399,91747.51668736798,99393.14307798198,107038.76946859597,114684.39585920998,122330.02224982397,129975.64864043797,137621.27503105198,145266.90142166597,152912.52781227996
St. Lucia,1.614210115,174085.0,2810.0976786977494,56.20195357395499,112.40390714790998,168.60586072186496,224.80781429581995,281.009767869775,337.2117214437299,393.41367501768485,449.6156285916399,505.8175821655949,562.01953573955,618.221489313505,674.4234428874598,730.6253964614149,786.8273500353697,843.0293036093248,899.2312571832798,955.4332107572347,1011.6351643311898,1067.8371179051449,1124.0390714791
Latin America & Caribbean,2.20963391924784,590303295.0,13043541.832757637,260870.83665515276,521741.6733103055,782612.5099654582,1043483.346620611,1304354.1832757639,1565225.0199309164,1826095.8565860689,2086966.693241222,2347837.5298963743,2608708.3665515278,2869579.2032066807,3130450.0398618327,3391320.8765169857,3652191.7131721377,3913062.5498272907,4173933.386482444,4434804.223137596,4695675.059792749,4956545.896447903,5217416.7331030555
Least developed countries: UN classification,4.301375863376291,836614860.0,35985949.65745935,719718.993149187,1439437.986298374,2159156.979447561,2878875.972596748,3598594.965745935,4318313.958895122,5038032.952044308,5757751.945193496,6477470.938342682,7197189.93149187,7916908.924641058,8636627.917790243,9356346.91093943,10076065.904088616,10795784.897237804,11515503.890386991,12235222.883536177,12954941.876685364,13674660.869834553,14394379.86298374
Low income,1.7743892869580302,577274011.0,10243088.20757692,204861.7641515384,409723.5283030768,614585.2924546151,819447.0566061536,1024308.820757692,1229170.5849092302,1434032.3490607685,1638894.1132123072,1843755.8773638455,2048617.641515384,2253479.4056669227,2458341.1698184605,2663202.933969999,2868064.698121537,3072926.4622730757,3277788.2264246144,3482649.990576152,3687511.754727691,3892373.518879229,4097235.283030768
Sri Lanka,2.979647308,20261737.0,603728.30107454,12074.5660214908,24149.1320429816,36223.6980644724,48298.2640859632,60372.83010745401,72447.3961289448,84521.96215043559,96596.5281719264,108671.0941934172,120745.66021490801,132820.22623639883,144894.7922578896,156969.3582793804,169043.92430087118,181118.490322362,193193.0563438528,205267.6223653436,217342.1883868344,229416.7544083252,241491.32042981603
Lower middle income,5.31769408021667,2688436551.0,142962831.32290822,2859256.6264581643,5718513.252916329,8577769.879374493,11437026.505832657,14296283.132290823,17155539.758748986,20014796.38520715,22874053.011665314,25733309.63812348,28592566.264581647,31451822.891039815,34311079.51749797,37170336.14395614,40029592.7704143,42888849.39687247,45748106.02333063,48607362.64978879,51466619.27624696,54325875.902705126,57185132.52916329
Low & middle income,4.794854463593481,5765121055.0,276429164.23723507,5528583.284744701,11057166.569489403,16585749.854234103,22114333.138978805,27642916.423723508,33171499.708468206,38700082.99321291,44228666.27795761,49757249.56270231,55285832.847447015,60814416.132191725,66342999.41693641,71871582.70168112,77400165.98642582,82928749.27117051,88457332.55591522,93985915.84065992,99514499.12540463,105043082.41014932,110571665.69489403
Late-demographic dividend,6.78732788687425,2181529363.0,148067550.8152492,2961351.016304984,5922702.032609968,8884053.048914952,11845404.065219937,14806755.081524922,17768106.097829904,20729457.114134885,23690808.130439874,26652159.146744855,29613510.163049843,32574861.179354828,35536212.19565981,38497563.21196479,41458914.22826977,44420265.24457476,47381616.26087975,50342967.277184725,53304318.29348971,56265669.3097947,59227020.32609969
Lithuania,2.868113534,3097282.0,88833.56422814589,1776.6712845629177,3553.3425691258353,5330.0138536887525,7106.685138251671,8883.35642281459,10660.027707377505,12436.698991940422,14213.370276503341,15990.041561066259,17766.71284562918,19543.3841301921,21320.05541475501,23096.726699317933,24873.397983880845,26650.069268443764,28426.740553006683,30203.411837569598,31980.083122132517,33756.754406695436,35533.42569125836
Luxembourg,0.0,506953.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Latvia,17.296481659,2097555.0,362803.2158624375,7256.06431724875,14512.1286344975,21768.19295174625,29024.257268995,36280.32158624375,43536.3859034925,50792.450220741244,58048.51453799,65304.578855238746,72560.6431724875,79816.70748973626,87072.771806985,94328.83612423376,101584.90044148249,108840.96475873125,116097.02907598,123353.09339322874,130609.15771047749,137865.22202772624,145121.286344975
"Macao SAR, China",39.64556654,538219.0,213379.9717759226,4267.599435518452,8535.198871036904,12802.798306555356,17070.39774207381,21337.99717759226,25605.596613110712,29873.19604862916,34140.79548414762,38408.39491966607,42675.99435518452,46943.59379070298,51211.193226221425,55478.79266173988,59746.39209725832,64013.99153277678,68281.59096829523,72549.19040381369,76816.78983933214,81084.38927485059,85351.98871036904
Morocco,1.3803542359999998,32343389.0,446453.340127458,8929.06680254916,17858.13360509832,26787.200407647477,35716.26721019664,44645.3340127458,53574.400815294954,62503.46761784411,71432.53442039328,80361.60122294244,89290.6680254916,98219.73482804078,107148.80163058991,116077.86843313908,125006.93523568822,133936.00203823738,142865.06884078655,151794.1356433357,160723.20244588488,169652.26924843402,178581.3360509832
Monaco,25.261281696999998,35612.0,8996.047637935639,179.9209527587128,359.8419055174256,539.7628582761383,719.6838110348511,899.604763793564,1079.5257165522767,1259.4466693109894,1439.3676220697023,1619.288574828415,1799.209527587128,1979.1304803458409,2159.0514331045533,2338.972385863266,2518.8933386219787,2698.8142913806914,2878.7352441394046,3058.656196898117,3238.57714965683,3418.4981024155427,3598.419055174256
Moldova,0.591564388,3562045.0,21071.7897045346,421.435794090692,842.871588181384,1264.307382272076,1685.743176362768,2107.17897045346,2528.614764544152,2950.0505586348436,3371.486352725536,3792.9221468162277,4214.35794090692,4635.793734997613,5057.229529088304,5478.665323178996,5900.101117269687,6321.53691136038,6742.972705451072,7164.408499541763,7585.844293632455,8007.280087723148,8428.71588181384
Madagascar,1.663527942,21151640.0,351863.4415912488,7037.268831824976,14074.537663649951,21111.806495474928,28149.075327299903,35186.34415912488,42223.612990949856,49260.88182277483,56298.150654599805,63335.41948642478,70372.68831824975,77409.95715007474,84447.22598189971,91484.49481372468,98521.76364554965,105559.03247737464,112596.30130919961,119633.57014102458,126670.83897284955,133708.10780467454,140745.3766364995
Maldives,48.23643801,365734.0,176417.0541914934,3528.3410838298682,7056.6821676597365,10585.023251489603,14113.364335319473,17641.70541914934,21170.046502979207,24698.387586809073,28226.728670638946,31755.069754468812,35283.41083829868,38811.751922128555,42340.09300595841,45868.43408978829,49396.775173618145,52925.11625744802,56453.45734127789,59981.79842510775,63510.139508937624,67038.48059276749,70566.82167659736
Middle East & North Africa,7.096617902532589,385917886.0,27387117.78695131,547742.3557390262,1095484.7114780524,1643227.0672170785,2190969.422956105,2738711.778695131,3286454.134434157,3834196.490173183,4381938.84591221,4929681.201651236,5477423.557390262,6025165.91312929,6572908.268868314,7120650.624607341,7668392.980346366,8216135.336085393,8763877.69182442,9311620.047563445,9859362.403302472,10407104.759041497,10954847.114780525
Mexico,1.5800454290000001,114092963.0,1802720.6466921614,36054.41293384323,72108.82586768646,108163.23880152969,144217.65173537293,180272.06466921617,216326.47760305938,252380.8905369026,288435.30347074586,324489.71640458907,360544.12933843234,396598.54227227555,432652.95520611876,468707.36813996197,504761.7810738052,540816.1940076484,576870.6069414917,612925.0198753348,648979.4328091781,685033.8457430213,721088.2586768647
Marshall Islands,35.86786808,56366.0,20217.2825219728,404.345650439456,808.691300878912,1213.036951318368,1617.382601757824,2021.7282521972802,2426.073902636736,2830.4195530761917,3234.765203515648,3639.1108539551037,4043.4565043945604,4447.802154834017,4852.147805273472,5256.493455712928,5660.8391061523835,6065.18475659184,6469.530407031296,6873.876057470751,7278.221707910207,7682.567358349665,8086.913008789121
Middle income,5.0362664305747495,5187847044.0,261273799.14653647,5225475.982930729,10450951.965861458,15676427.948792187,20901903.931722917,26127379.914653648,31352855.897584375,36578331.8805151,41803807.86344583,47029283.84637656,52254759.829307295,57480235.81223803,62705711.79516875,67931187.77809948,73156663.7610302,78382139.74396093,83607615.72689167,88833091.70982239,94058567.69275312,99284043.67568386,104509519.65861459
North Macedonia,0.0,2070741.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mali,0.0,15049353.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Malta,2.260840934,414508.0,9371.36653870472,187.4273307740944,374.8546615481888,562.2819923222831,749.7093230963776,937.1366538704721,1124.5639846445663,1311.9913154186606,1499.4186461927552,1686.8459769668495,1874.2733077409441,2061.700638515039,2249.1279692891326,2436.5553000632276,2623.9826308373213,2811.409961611416,2998.8372923855104,3186.2646231596045,3373.691953933699,3561.1192847077937,3748.5466154818882
Myanmar,10.972567999999999,50600818.0,5552209.1636062395,111044.18327212479,222088.36654424958,333132.5498163744,444176.73308849917,555220.916360624,666265.0996327488,777309.2829048735,888353.4661769983,999397.6494491231,1110441.832721248,1221486.0159933728,1332530.1992654975,1443574.3825376222,1554618.565809747,1665662.7490818717,1776706.9323539967,1887751.1156261212,1998795.2988982461,2109839.482170371,2220883.665442496
Middle East & North Africa (excluding high income),6.9753467333495704,332777824.0,23212407.075695783,464248.1415139157,928496.2830278313,1392744.424541747,1856992.5660556627,2321240.707569578,2785488.849083494,3249736.990597409,3713985.1321113254,4178233.2736252407,4642481.415139156,5106729.556653073,5570977.698166988,6035225.839680904,6499473.981194818,6963722.122708735,7427970.264222651,7892218.405736566,8356466.547250481,8820714.688764397,9284962.830278313
Northern Mariana Islands,1.85220231,53971.0,999.6521087300999,19.993042174602,39.986084349204,59.979126523805995,79.972168698408,99.96521087301,119.95825304761199,139.951295222214,159.944337396816,179.93737957141798,199.93042174602,219.92346392062203,239.91650609522398,259.909548269826,279.902590444428,299.89563261903,319.888674793632,339.88171696823395,359.87475914283596,379.86780131743797,399.86084349204
Mozambique,5.245980947,23531574.0,1234461.8885692055,24689.237771384112,49378.475542768225,74067.71331415232,98756.95108553645,123446.18885692056,148135.42662830465,172824.66439968874,197513.9021710729,222203.139942457,246892.37771384112,271581.6154852253,296270.8532566093,320960.0910279935,345649.3287993775,370338.5665707617,395027.8043421458,419717.04211352987,444406.279884914,469095.5176562981,493784.75542768225
Mauritania,19.121078363,3494195.0,668127.7641060278,13362.555282120557,26725.110564241113,40087.66584636166,53450.221128482226,66812.77641060278,80175.33169272332,93537.88697484387,106900.44225696445,120262.997539085,133625.55282120555,146988.10810332614,160350.66338544665,173713.21866756724,187075.77394968775,200438.32923180834,213800.8845139289,227163.43979604944,240525.99507817,253888.55036029057,267251.1056424111
Mauritius,1.4132025419999998,1250400.0,17670.684585167997,353.41369170336,706.82738340672,1060.2410751100797,1413.65476681344,1767.0684585167999,2120.4821502201594,2473.8958419235196,2827.30953362688,3180.7232253302395,3534.1369170335997,3887.55060873696,4240.964300440319,4594.37799214368,4947.791683847039,5301.205375550399,5654.61906725376,6008.032758957119,6361.446450660479,6714.860142363839,7068.2738340671995
Malawi,0.0,14539612.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Malaysia,5.098261202,28208035.0,1438119.3042515807,28762.386085031616,57524.77217006323,86287.15825509484,115049.54434012646,143811.9304251581,172574.31651018967,201336.7025952213,230099.08868025293,258861.4747652845,287623.8608503162,316386.2469353478,345148.63302037935,373911.019105411,402673.4051904426,431435.7912754742,460198.17736050586,488960.5634455374,517722.949530569,546485.3356156007,575247.7217006324
North America,2.48550647527093,343396098.0,8535132.25161771,170702.6450323542,341405.2900647084,512107.93509706255,682810.5801294168,853513.2251617709,1024215.8701941251,1194918.5152264792,1365621.1602588336,1536323.8052911875,1707026.4503235419,1877729.0953558963,2048431.7403882502,2219134.3854206046,2389837.0304529583,2560539.6754853125,2731242.320517667,2901944.965550021,3072647.610582375,3243350.2556147296,3414052.9006470838
Namibia,1.089542897,2118874.0,23086.04116337978,461.7208232675956,923.4416465351912,1385.1624698027867,1846.8832930703825,2308.604116337978,2770.3249396055735,3232.045762873169,3693.766586140765,4155.487409408361,4617.208232675956,5078.929055943552,5540.649879211147,6002.370702478744,6464.091525746338,6925.812349013934,7387.53317228153,7849.253995549125,8310.974818816721,8772.695642084316,9234.416465351913
